"ID","AGE","WEIGHT","ID_NUMBER","GENDER","NATIONALITY"
290,34,50,"PE84164340FNQ0854537Y7344356",1,"Turks and Caicos Islands"
291,44,133,"RU89234713ZMI5539937Q5278224",2,"Netherlands"
292,63,66,"XY53838067PMN8776760A5168413",2,"Jamaica"
293,42,82,"JP80721811MGX0523835M6386666",1,"Poland"
294,52,76,"GM67362671BDI6671698F4263373",1,"Cocos (Keeling) Islands"
295,65,111,"QP27254817DCD4027874L3235347",1,"Egypt"
296,81,56,"MH42586762TWT1865615Z7732321",2,"Guadeloupe"
297,26,97,"GT62138479TNJ3670247L8030723",2,"Bermuda"
298,44,134,"CO14142588DUT7117834D2554075",1,"Lesotho"
299,71,105,"GP81476443ACI4870983V7476081",1,"Montenegro"
300,68,52,"MG31562251SUW6091720O5742616",2,"Argentina"
301,90,109,"YI97454253FQL6736124Q3636138",1,"Chad"
302,80,114,"MB34123600KIS8582913M6317513",2,"Brunei"
303,79,132,"LJ57374776JDC9360356X8759764",1,"Syria"
304,27,78,"YL79173634ORC4326165S0841128",2,"Switzerland"
305,29,68,"LR31554246NPM7240410H6287079",1,"Tonga"
306,68,122,"JG45812272BAW7792205M5063238",1,"Bouvet Island"
307,66,88,"GE13338874DNU8981882G2643695",1,"Svalbard and Jan Mayen Islands"
308,5,122,"UQ02977519QSQ6185283K7275976",2,"Cook Islands"
309,47,93,"QL31593723WXF4886258I5569530",2,"Romania"
310,26,64,"YA14286488BEG6861837S5619655",1,"Åland Islands"
311,42,119,"DV31358972DFS1463455B6864215",2,"Costa Rica"
312,29,128,"CT41552370YGT5030675S9714446",2,"Sint Maarten"
313,83,88,"MD74757740DVS3923066R6395622",1,"Syria"
314,10,85,"QN32828871EEG0142622K7715320",2,"French Guiana"
315,30,82,"YE20668921WRD1533603U1521423",1,"Netherlands"
316,11,60,"BW63403349DZL2715241L3742755",1,"Grenada"
317,67,96,"RF20364781VWS7952255U2839153",1,"Cuba"
318,71,107,"VV42708845PDK4744580X6309146",1,"South Africa"
319,60,102,"IE64464128UUG3658931G5478775",2,"Ghana"
320,79,88,"HS83156486YWV1392576A0754158",2,"Georgia"
321,52,117,"MW58023262DZM1386116H0044273",2,"Estonia"
322,36,105,"FO11748628OXR6713868Q1717076",2,"Moldova"
323,72,33,"TP71666743YSE4177148T2331131",1,"Guinea-Bissau"
324,90,86,"ZK49284307CMC8384530G2263147",1,"Ecuador"
325,32,112,"LY56214770CAR9153276D3817718",1,"Tunisia"
326,58,73,"UP54159277RVX5373603J3347153",2,"Georgia"
327,64,41,"UK33884527EDP9343382D3329267",1,"Mauritania"
328,8,36,"CD15509582PNQ8877616S6258254",1,"Jersey"
329,60,48,"LG21628045KTN1832145R7826140",2,"India"
330,32,78,"VI25909982UWG2447086Y7043045",2,"Norway"
331,16,69,"YI87535263HGV7333753C4264367",1,"Bosnia and Herzegovina"
332,44,96,"QU38457819CML5838397V4751063",1,"Saint Helena, Ascension and Tristan da Cunha"
333,68,103,"DO65674131VNM7171084L1776818",2,"Jamaica"
334,58,118,"QQ72833849JRW3988505L3214295",2,"Sweden"
335,18,92,"DK40570316RPP5158824L6163382",1,"Guernsey"
336,13,60,"IA17243053FMU2121491A7436788",2,"Bosnia and Herzegovina"
337,65,139,"NW76487338OUO0861752J6510237",2,"Jamaica"
338,14,139,"EO00431432MJT2242027U1861574",1,"Ethiopia"
339,72,39,"ML38868116KXD5415810Z4915311",1,"Egypt"
340,63,37,"NE58831667HVY3378164S3161228",2,"Argentina"
341,67,105,"TV54665051OCH7387831X2386431",2,"Belgium"
342,39,70,"EY09913456TCO9423087C8346456",1,"Iceland"
343,82,128,"ON57143527CQW9558227I3214295",1,"Seychelles"
344,61,90,"LD28250652CQZ7388006B4284482",1,"Moldova"
345,57,126,"SO53732641OHS1119782T1292348",2,"Tunisia"
346,21,117,"CG85848085KPA6733272N6151313",2,"Guyana"
347,78,123,"QN78683367SRU3054775Z3116954",1,"New Caledonia"
348,36,130,"JX77236967CPL1337160I7679894",1,"Burkina Faso"
349,63,117,"LO83667378KNT5224375N4654867",1,"United States Minor Outlying Islands"
350,33,121,"VV17324487KSM7963460S7024961",1,"Niger"
351,38,87,"SK12414039PKC0110181N3575759",2,"Niue"
352,3,103,"KJ53161202MKW5516835Z8490062",1,"Malaysia"
353,89,108,"WY81925506OGT2223171C7347663",1,"Egypt"
354,70,106,"TY44928152ZUZ5346182N2219325",1,"Finland"
355,12,48,"JS22564218TTK1257653C2064546",2,"Lebanon"
356,12,73,"GV75735246NLQ1166374O4883051",1,"Gibraltar"
357,8,122,"OR28778085HDA2312234P7764607",1,"Greenland"
358,78,49,"WX34255443XJG7481284K4772762",1,"Nicaragua"
359,73,118,"JE54646181KFC2732967Y8432248",2,"Switzerland"
360,32,61,"KB00364645SVN6474385J2648710",1,"Dominican Republic"
361,75,128,"HI52894391LSD1398365Y6698778",2,"French Southern Territories"
362,72,49,"HL71696853GEH7572402O0678261",2,"Latvia"
363,86,111,"AV82411253IAU2202137G2664942",1,"Heard Island and Mcdonald Islands"
364,41,37,"MV54858414LQL6176194W2173123",2,"Venezuela"
365,4,62,"OV80734297DSA4673344Q2668380",1,"Jordan"
366,32,134,"XJ63616606WDJ8176210V7322715",2,"Mongolia"
367,71,118,"UG73511921ROU6250137N3054663",2,"Israel"
368,6,57,"CE86685501PHD9604738V1168134",1,"Viet Nam"
369,68,101,"RS64153590MFO2533239F1976430",1,"San Marino"
370,89,56,"HL10104744SHW8487244N2178655",1,"Andorra"
371,6,60,"YS64048614PSB3843887P8069576",2,"Svalbard and Jan Mayen Islands"
372,48,83,"EF66158074GPW6452571M7222793",2,"Andorra"
373,87,74,"MD46280791QPD3435867B1655582",2,"Falkland Islands"
374,56,109,"MA11433167XGX8378332L7746326",2,"Iraq"
375,65,122,"SE01598143XSV5550887V6381356",1,"Venezuela"
376,9,33,"LK63606938UFB1789398T6943771",2,"Tajikistan"
377,27,61,"HD45408588NNZ7251855I0483174",1,"Pitcairn Islands"
378,17,86,"UJ91440458FUL8516107T5168324",1,"New Caledonia"
379,75,88,"BS47537827ZUE7936063V4681471",1,"Palau"
380,37,40,"TG08634778STD7414405S8588224",2,"French Southern Territories"
381,90,83,"KG38754072BVG2944435D3318545",1,"Brazil"
382,51,53,"VR46432625OYL6115213C2537527",2,"Zimbabwe"
383,29,109,"MR47663911SCK7592373T6335387",1,"Palestine, State of"
384,34,53,"MJ01493971CZM5485117W5174358",1,"Nauru"
385,41,91,"PB88423285QYR6103751Z8285245",1,"Bonaire, Sint Eustatius and Saba"
386,85,126,"OM25259934TDP1176862U5161447",2,"Puerto Rico"
387,90,79,"LR06181437VWC7238668F4666878",2,"Syria"
388,67,124,"DW95812177VBC6687350P6210092",1,"Tuvalu"
389,24,60,"GR35424352UIN7309792D7419512",1,"Yemen"
390,53,34,"XA24851401YOQ8386318O1034400",1,"Luxembourg"
391,29,123,"AN11586403RXF4421311S5342475",2,"Puerto Rico"
392,67,119,"UK31744230TXD5007927B2670871",1,"China"
393,45,126,"MQ57687862MJL6320805L0549500",1,"Papua New Guinea"
394,8,118,"UO35784450HGZ7269252N6762760",2,"Singapore"
395,73,131,"TY84255760BCE1124731P4463272",1,"Netherlands"
396,57,77,"MU52165357MYR7442786J2753757",1,"Mauritania"
397,5,57,"RT19716644QFA4646143R3873427",2,"Turkey"
398,61,129,"UV48876968XIC6550136D1887757",2,"Ghana"
399,19,112,"QE00728658DCW4443256U8620717",1,"Oman"
400,44,86,"UL03833479DEM1515655F6211512",2,"Côte D'Ivoire (Ivory Coast)"
401,41,48,"LJ55137184CMN0831437S8438706",2,"Marshall Islands"
402,56,138,"TJ18389820BYK2877741Z6775682",2,"Mali"
403,72,125,"WW83376878IMX0093342J0777266",1,"Jersey"
404,60,94,"HT94068123NVB1584515T8518418",2,"Korea, North"
405,75,94,"GN25108604FJB2367284M4345484",2,"Madagascar"
406,28,132,"KP95124324YNV5511724B2607063",1,"Northern Mariana Islands"
407,39,120,"QB98023125INH7857658J6315457",1,"Liechtenstein"
408,4,76,"IU77534445JTJ3228585F7395229",1,"Cyprus"
409,30,86,"MV35869106KBS8676431M6212486",2,"France"
410,12,65,"ZO79644015BJQ9318826C1724616",1,"Tuvalu"
411,6,124,"IR82087227TQE6844898O1187118",2,"Dominican Republic"
412,59,129,"VH43012584DBV4494827M2690864",1,"Korea, North"
413,11,135,"VY75412734PIF1275165F7433148",1,"Sao Tome and Principe"
414,36,104,"NC16030212ASH1131555Y3145244",1,"Libya"
415,6,69,"OF66819674PRG7502742X3768786",1,"Hungary"
416,77,34,"EC25784050RVJ6657161S5658655",1,"Oman"
417,6,91,"FP24298628ZRK3146385J7863759",1,"Saint Pierre and Miquelon"
418,51,38,"QA06772196MUE9787762N2553171",1,"Uruguay"
419,67,128,"KZ55586698XYN8621388Y6323466",1,"Sudan"
420,13,50,"XI72638868LVU3498772X3116738",1,"New Caledonia"
421,42,53,"LW57778241SMY8230667D2105245",2,"Qatar"
422,86,58,"KN71509465MNO8327358M1762839",1,"Croatia"
423,46,136,"TM68473321NQS2748154L1819864",2,"Guadeloupe"
424,22,47,"LS16259334APE6114276T5474414",1,"Eritrea"
425,60,131,"GL31234834KOT6163675I7395038",2,"United States"
426,13,103,"DR19154677WCG7265425N5337675",2,"Zimbabwe"
427,75,127,"RG44454136YCQ2133387S1738640",1,"Ireland"
428,12,90,"KD55594841IEW7396157M5804140",1,"Pakistan"
429,21,38,"WK65336656OOK8387521Z8775853",1,"France"
430,26,35,"GF81278282FOU3656658W2326168",2,"Cook Islands"
431,53,62,"PR09487840VOQ8551982M7198260",2,"Andorra"
432,75,88,"ME57852367TVG3113138C8856032",1,"Bahamas"
433,85,86,"CV47753320DBI2358908U8768359",2,"Lesotho"
434,28,130,"XU34553775GVL0832683E0120541",2,"Haiti"
435,2,34,"QH46644762GIX4571347Y5820531",2,"Hungary"
436,49,88,"IE81021288KFP2757865Z4073835",1,"Grenada"
437,72,107,"LK96318435USA4514728U4943229",2,"Nepal"
438,78,125,"VU74821555VTH5599541N5280147",2,"Russian Federation"
439,77,119,"US43620611BAV4227467J0556672",2,"Bermuda"
440,21,119,"QJ46601523UBR5748441C3517330",1,"Israel"
441,41,49,"LD44952014PJD0552070I7188421",1,"Nepal"
442,42,31,"RD55881588IVQ1504174N3333537",1,"Peru"
443,50,109,"PM20285286GNV9396449H4584217",2,"Tanzania"
444,71,92,"LL30808778YKS7563765M5384498",2,"South Africa"
445,40,80,"JJ59873664PMF0533330R8692343",1,"Kenya"
446,6,36,"OH89681584SMC6857412K6516128",2,"Korea, South"
447,88,77,"BN23674774ZUH3994216F2724692",2,"Gambia"
448,33,122,"FZ17689135OYU2874663G2126059",2,"Mozambique"
449,14,111,"FS73383841VJB6011117J8538483",2,"Australia"
450,57,92,"VX17170723JMJ5387666N6857357",1,"Comoros"
451,41,86,"LW07133025KNN2472667S2649420",1,"Mozambique"
452,50,139,"WA53105871RGP2328665B3746285",1,"Chad"
453,7,32,"SV84379625BDK1725029M4401505",2,"Denmark"
454,29,92,"LJ15966573NRA3382117P7173874",1,"Sierra Leone"
455,8,100,"HT14251717SND6588885F6468878",2,"Portugal"
456,63,37,"TC62837140CBO8955384D2068145",1,"Saint Kitts and Nevis"
457,83,113,"EQ48628662TEL9841284D1883627",1,"Zimbabwe"
458,86,100,"NI33224393WCW9101896T7453410",2,"Grenada"
459,53,97,"KG52148332CFM6204831K4644561",2,"Moldova"
460,5,60,"MG56172223VXU2431157B5435416",2,"El Salvador"
461,85,127,"VQ67459092JQY9767355D8665189",2,"Taiwan"
462,33,36,"QB42168343FQV2744827S9883271",1,"Georgia"
463,33,97,"YX66865235CAW4244090H3373498",2,"Timor-Leste"
464,50,54,"GU77229486KYD3040396I6665025",2,"Brazil"
465,86,46,"CM54926768BBC6773537O7748374",2,"Dominican Republic"
466,17,81,"OC82685863TBB7847286S3344084",1,"Turkey"
467,65,38,"HB43357333PQL7219878H0648545",2,"Afghanistan"
468,10,46,"LT77442947STK4635801J3227238",1,"Jordan"
469,14,118,"NU85464136KOW9278333K3133769",2,"Nepal"
470,87,77,"SZ42345831FPQ7827857U1957244",1,"Jersey"
471,12,134,"YO97226982VMV8685286H3912015",2,"Nepal"
472,69,76,"AJ59976514PZP3411026J5815709",2,"Jersey"
473,19,137,"OY26563852FDF7151154W0360474",1,"Namibia"
474,76,83,"XU36604975UIF3618374E1755533",2,"Czech Republic"
475,30,109,"GS43066627XSB3654228V5246423",1,"Cocos (Keeling) Islands"
476,89,93,"GU55547878RER3970753E0715445",2,"Tajikistan"
477,77,69,"RG97824267EAD9186209S3664423",2,"Sweden"
478,86,40,"RF37121228YQY5990885Q2403145",2,"Bouvet Island"
479,74,36,"LU58729286ICH2011564O5542232",2,"Bulgaria"
480,4,40,"AK41898546TJK8648206N9130647",1,"French Guiana"
481,62,126,"ED22819778FHK4344485Y9333603",2,"Saudi Arabia"
482,78,72,"TL81951674TQL8338524Q3745273",1,"French Polynesia"
483,83,58,"HR11455892XAT4143201D2075882",1,"Christmas Island"
484,38,43,"KS34216353NIB5785575J4785266",1,"United States"
485,71,121,"EG72050526EFW8914876E4174716",2,"Greenland"
486,38,88,"XF86829847OOS2288083J6388411",1,"Chad"
487,4,71,"DM21687668GKD1785083F7417620",1,"Christmas Island"
488,85,42,"KU15270676SEK7933150L1879611",2,"Greenland"
489,89,71,"JQ44837241DAT7503383T5173568",2,"Switzerland"
490,44,110,"FH67316834TVA3682676X6896199",1,"Costa Rica"
491,56,58,"TL64729815XJN8159822V7452951",1,"Somalia"
492,71,89,"KY11837960JGD4133882R7385236",1,"Maldives"
493,26,94,"RG99754221HJP8697102U6975563",1,"Virgin Islands, British"
494,6,119,"FW23225156ECF4550409X9211477",1,"Virgin Islands, United States"
495,13,89,"KR58297337CEK6166604B7457365",2,"Ukraine"
1110,73,113,"VD10336682JGQ5538785T3428169",1,"French Southern Territories"
1111,70,122,"XD46331060XKJ0333343U2043338",2,"Bangladesh"
1112,76,108,"CT58599222OQH3537661S3257565",1,"Turks and Caicos Islands"
1113,33,64,"VQ29292435RCW7041652V4586835",2,"Slovenia"
1114,70,113,"WI68255597RKG3304322L3682151",2,"Italy"
1115,40,30,"YS61297269KES9583714P2639030",1,"Côte D'Ivoire (Ivory Coast)"
1116,22,53,"NW88384164SPS2951271Y1678709",2,"Moldova"
1117,11,72,"EK56271692DSV1214761F7547372",1,"Bahamas"
1118,4,85,"LG85723814HKV1518569Y0735368",1,"Northern Mariana Islands"
1119,35,123,"HJ34474031JSS3166754W2113458",2,"Gibraltar"
1120,78,32,"TQ88923670RZJ3121675B7427481",2,"Spain"
1121,56,111,"GU73076216WQY8872038T7480842",1,"Antigua and Barbuda"
1122,3,71,"ZB71683647SNO1332383V6323129",2,"Luxembourg"
1123,70,103,"OG74514919PXU2533280Y5024652",2,"Haiti"
1124,87,105,"YK98458768GLF0546837R3203036",2,"Sierra Leone"
1125,66,52,"BO06313318EBW7530215P5601246",1,"Falkland Islands"
1126,77,88,"YT24433274AOQ1241736P4337924",1,"United States"
1127,22,107,"LX56371825OHJ8449599I3816272",2,"Japan"
1128,77,79,"RV75543139DSK7881013S2749007",1,"Viet Nam"
1129,43,88,"XP87232803JVE7467046J7155757",2,"Brunei"
1130,79,112,"YP90365658VQA1658231U3346338",1,"United Arab Emirates"
1131,63,131,"SV78478521MJV6191548G3669582",1,"Saudi Arabia"
1132,1,133,"CW12302538EHS5567020V1453733",1,"Papua New Guinea"
1133,36,83,"ZQ30239338YOU2326445G5361731",1,"Monaco"
1134,59,81,"PP57848203HOH2658003B0676237",2,"United Arab Emirates"
1135,79,101,"IP11535825HLY9231439I7454522",2,"Marshall Islands"
1136,52,115,"TQ17147522YZT6177359F2470976",1,"Antigua and Barbuda"
1137,67,125,"OK10335912JBU8130993B9351423",1,"Viet Nam"
1138,71,109,"IX78285786CQM1282858A8816311",1,"Aruba"
1139,45,36,"BZ30651173URZ1892563O4584642",1,"Portugal"
1140,10,134,"BV99884670NMC4898144U4136301",1,"Virgin Islands, British"
1141,60,71,"MS87779131ECH4715798T0441562",2,"Norway"
1142,40,51,"QC81816226EOM7401251X6088720",1,"Montserrat"
1143,27,43,"UR43970582HQS4312596X3573277",2,"Tonga"
1144,19,102,"MO60726416XIK1448483T2514338",1,"Chad"
1145,46,48,"RP79581621JFR6920555J1733502",1,"Latvia"
1146,8,82,"YG28847415MOA5511971D3418848",2,"Faroe Islands"
1147,3,54,"YQ67355656IRR0928691P5285572",1,"Botswana"
1148,37,135,"CC45002187ZHD4352829A2440519",2,"Togo"
1149,13,93,"JZ39192425GKH6571038L8640546",1,"Korea, North"
1150,88,123,"KK99918027NFN0615323W0470691",2,"Sao Tome and Principe"
1151,33,132,"WD07939628GCR7172453S9706512",2,"Ethiopia"
1152,7,57,"PL48959126QST1435241S5322643",1,"San Marino"
1153,55,106,"JG62862419EPD1070061J2578654",1,"American Samoa"
1154,30,67,"FS05308742CYB7954322N6325946",2,"Mayotte"
1155,29,39,"MX56815274ZHZ5232296K2218426",2,"Central African Republic"
1156,46,35,"BN85881420VPY6183712B1379371",1,"Saint Vincent and The Grenadines"
1157,25,71,"VF88531020PDN9574234X8767515",1,"Mongolia"
1158,22,74,"MV13751726IAW2215318V3901817",1,"Cambodia"
1159,16,45,"VT38443379IIZ5669396I1181958",1,"Saint Helena, Ascension and Tristan da Cunha"
1160,16,91,"EC65203606NXM1242817M1971249",2,"Dominica"
1161,87,37,"RL11205830YNT1690233X6608358",1,"Guinea"
1162,48,89,"UR78157526QGQ6691641C9641931",1,"Senegal"
1163,10,46,"NG55464085IOM1443564L2356172",2,"Bonaire, Sint Eustatius and Saba"
1164,89,110,"OU46636965GQO6836477P1666092",2,"Solomon Islands"
1165,51,47,"IZ39751152SDK7513122D4604599",1,"Sweden"
1166,75,69,"KL18622335XBH2817725W7869728",2,"Senegal"
1167,71,49,"RG63278220UQU6746261B0475522",2,"Timor-Leste"
1168,88,41,"JB01763471SIW5464685P2373337",2,"Liberia"
1169,21,134,"KR56217172SMK3183198X4428510",2,"Morocco"
1170,79,55,"OP61552107CWI2210691M4881578",1,"British Indian Ocean Territory"
1171,33,44,"XN75037745WSC3107132D1248046",2,"Central African Republic"
1172,65,83,"TY76980635FHW5657423U4112020",1,"Bolivia"
1173,57,106,"GL69458751HNY5488766U6396462",1,"Cook Islands"
1174,78,53,"QD31811686UII5161722W2818487",2,"Tanzania"
1175,22,43,"IJ37414874LVS7347184E3644833",1,"Reunion"
1176,31,57,"RV42511871LXE5433431S8684881",2,"Pakistan"
1177,87,57,"NT21767234IUJ3953406B7726514",1,"Christmas Island"
1178,62,61,"VQ23191365FQZ0806834T7051284",2,"Congo (Brazzaville)"
1179,7,58,"OQ23671822ROG1881668Y4275045",2,"Virgin Islands, United States"
1180,51,75,"AN67920680OUK3242850C3299307",2,"Mexico"
1181,42,71,"MG02749269END1146134O2472136",1,"El Salvador"
1182,15,50,"EB04625532MMJ3876186Q5567330",2,"Chile"
1183,83,130,"YT20162848NNK0353728U3308644",1,"Fiji"
1184,76,89,"GI57125073OIZ1276117Y8658264",1,"Sint Maarten"
1185,52,82,"JZ18058771SOV0367252E7839151",2,"Cuba"
1186,42,120,"TV83785331TGH6009277T7715775",2,"Bolivia"
1187,16,54,"FN76931180BKD1645704G5631360",2,"Nigeria"
1188,52,130,"XU17563651QSJ4553856M8658177",2,"Kenya"
1189,24,132,"UT85337284XHV4073208M9203124",2,"Uganda"
1190,63,103,"MN61182217ADT7240243G1523255",2,"British Indian Ocean Territory"
1191,41,89,"NC77384737BKZ4614317G4425213",2,"Bonaire, Sint Eustatius and Saba"
1192,81,67,"VG70807847VZW6105163I6992321",1,"Virgin Islands, United States"
1193,32,54,"CI28614262ZXO7324707S2772622",2,"Ecuador"
1194,77,94,"VC07095127KVX0540397E1427062",1,"South Sudan"
1195,43,87,"YW34363426CRG4776851F1645766",2,"Cook Islands"
1196,28,75,"TI63487688TBN9916753S9773348",2,"Rwanda"
1197,71,32,"OG64265136BHU7621461K1775634",2,"Bulgaria"
1198,17,103,"SX56939485RWC3496076P1084724",1,"Malaysia"
1199,8,34,"VV56796235HJK5322676T0935854",2,"Paraguay"
1200,57,112,"AS79159584BNI5053577K1143668",1,"Côte D'Ivoire (Ivory Coast)"
1201,36,105,"IK11521150XQS3676647I6553522",2,"Papua New Guinea"
1202,50,92,"PO32711912FIO1946983U7021956",2,"Uruguay"
1203,37,94,"XU87665307JLM6407554E4728306",2,"Viet Nam"
1204,18,52,"BP08428485NAU6650022L5760676",2,"Panama"
1205,66,135,"JB68858246MBR8498328F6485518",2,"Taiwan"
1206,72,86,"VB49546719VJT6248659Q3950472",1,"Antarctica"
1207,27,66,"ES37364303JSV6103835O8676025",1,"Moldova"
1208,77,99,"WF37199424WQG6873839S3225612",2,"Congo, the Democratic Republic of the"
1209,37,103,"RN97554763FNQ7494324W5280661",1,"Senegal"
1210,33,132,"YG24538653UTU0337585E5651866",2,"Eritrea"
1211,30,41,"JR35886434GWK6228460C2024442",1,"Tuvalu"
1212,6,64,"WG53291886DQU9620234P5322491",2,"Norway"
1213,21,84,"VP82596103NBE5946577S1588155",2,"Cameroon"
1214,21,89,"EW16872905ENX2874599X1675536",1,"Belarus"
1215,23,80,"EE22312853OKR4538666G9325405",2,"Sweden"
1216,27,105,"JC36124745OTX3450972B4391747",2,"Canada"
1217,50,69,"VD12553487IIL1534736E5862252",1,"Georgia"
1218,80,62,"BL77177536LPP5742215N4968358",2,"Congo (Brazzaville)"
1219,20,130,"MA49486323HQZ6583185I4445779",2,"Wallis and Futuna"
1220,54,115,"EU25177301YQQ3614582N7567136",2,"Finland"
1221,86,68,"RD43063054HYV0888613U7435078",1,"Viet Nam"
1222,44,47,"UW50287370SOO2255683J3683571",1,"French Guiana"
1223,16,62,"BJ04314594SYP6156218I5474644",2,"Cuba"
1224,3,119,"NW44093644OOG4047265K8438169",1,"Libya"
1225,14,41,"SW23378764RAK2642970E7707634",1,"Malaysia"
1226,76,86,"ZC02186288QHQ7596843W4011309",1,"Brunei"
1227,51,32,"JQ01281846UAJ3862068T7732074",2,"Israel"
1228,1,121,"RN70218400YMP8284160D3796837",2,"Costa Rica"
1229,24,31,"TI10443117BTR6893143I2333587",2,"Mayotte"
1230,46,70,"KS45215469RSJ6003688O4637537",1,"Tokelau"
1231,87,136,"NI64338233BZN2994052B0808361",1,"Mali"
1232,28,117,"UY81502971HQK8113280A4186694",2,"Anguilla"
1233,52,58,"AN75424812VDO2345248I2155417",1,"Venezuela"
1234,42,65,"FU65221646XGC3744753X8234622",1,"Mozambique"
1235,57,127,"XJ62033435TJP8399861P2874852",2,"Saudi Arabia"
1236,8,42,"AW77874384BGC2907996R6026585",2,"Ireland"
1237,23,76,"NP32152272VCL7507912T9344732",1,"Brazil"
1238,70,37,"KQ72075847PTO5387186B3882337",2,"Macao"
1239,56,77,"XR66461974QRF8732489Y4870436",2,"Holy See (Vatican City State)"
1240,44,134,"UD38303630DIV5521291C1673167",2,"Thailand"
1241,21,64,"MB36247154IZW1871460U4223046",2,"Norway"
1242,39,115,"QQ45426773TEH4641515O8066853",1,"Kazakhstan"
1243,27,128,"FC99457820UVO8257671H3131571",1,"Peru"
1244,72,63,"FQ66837517FMM6866850Y3946595",2,"Antarctica"
1245,82,66,"GG04645371RMY7256543Q2222995",2,"Madagascar"
1246,37,51,"MD47937783YLU7496845Q0288612",2,"South Africa"
1247,68,90,"TL07846360QFC3676778S1216380",1,"Malta"
1248,86,124,"RI22624842HSV7397518M3178602",2,"Ukraine"
1249,72,92,"OT71026552WSU3583224Q9453479",1,"United States Minor Outlying Islands"
1250,71,65,"ID65837402NMI6882117P6812202",1,"Australia"
1251,80,121,"TJ88318745LBD8260764M1536032",1,"Botswana"
1252,69,50,"MT83462721LNE8047496U5767148",1,"Korea, North"
1253,15,135,"GL32722453ITM6673981N5530768",1,"Saint Kitts and Nevis"
1254,5,52,"KO24484536RAC6244101E7262577",2,"Mexico"
1255,56,62,"BG76434647YDB3007423C8054884",1,"South Africa"
1256,16,74,"NC24467133XGU1978535X1156586",2,"Slovakia"
1257,81,83,"GD82301883GVY9864153L1201080",2,"Swaziland"
1258,44,50,"WH17565972RRK9114671J1478481",2,"Montserrat"
1259,27,112,"UO72522022SRK6372574W4261895",2,"Sri Lanka"
1260,29,131,"EQ77472415FSV4100739F1432778",1,"Bolivia"
1261,17,139,"YM13216663TII7342590G3988671",2,"Argentina"
1262,79,67,"CZ62969451NZM0242264W8145273",1,"Congo (Brazzaville)"
1263,23,116,"HD94230181EZD2937922L7958481",1,"San Marino"
1264,8,62,"QW33476734BFH2185664L3222435",2,"Ireland"
1265,45,35,"SD72811711HGO5614252Y2775198",1,"Montserrat"
1266,33,31,"SC07005638TAB2323344D6659107",2,"Latvia"
1267,89,111,"KG28711536JSY3786034O2434028",1,"Haiti"
1268,78,74,"LP13628188PMG5640336Y6623549",1,"Solomon Islands"
1269,25,71,"OU65545056VEV2752354T3924653",2,"Libya"
1270,49,87,"FE11658334VGN0441115P8799702",2,"New Caledonia"
1271,83,62,"WH82275397ABB8035822V1322111",2,"Laos"
1272,58,99,"JN20817868BOL6957640K3355886",1,"Israel"
1273,22,55,"DG44948864KSE1066630G9178924",1,"Angola"
1274,65,97,"QQ37056342VPQ0060390K7261182",1,"Serbia"
1275,10,53,"PA40219413WZK2317466C3826179",2,"Marshall Islands"
1276,87,43,"DO47642276XHD9620173F3532843",1,"Israel"
1277,45,128,"EI98566723XPO8727207V3839911",2,"Saint Martin"
1278,22,91,"NF03697884UMX1064912S7113377",1,"Bahrain"
1279,37,45,"GD77847172QPV8724897J7564719",1,"Mozambique"
1280,36,120,"WE73167127UTC3186148B8701832",1,"Paraguay"
1281,58,129,"JJ71632221VJI9678836P7482210",2,"Guyana"
1282,80,52,"XN82528462TFJ8960157S4025594",2,"Åland Islands"
1283,49,137,"UN06314353RNC8898699U7230867",2,"Philippines"
1284,63,67,"VQ53001648OXF7958607K9588564",2,"Kuwait"
